classified.price,classified.building.constructionYear,classified.building.condition,classified.certificates.primaryEnergyConsumptionLevel,classified.bedroom.count,classified.land.surface,classified.outdoor.garden.surface
1285000.0,2011.0,7.0,138.0,5,1514.0,0.0
895000.0,1983.0,7.0,358.0,11,10000.0,0.0
265000.0,1933.0,5.0,394.0,3,140.0,0.0
440000.0,2000.0,7.0,236.0,6,898.0,0.0
1090000.0,1897.0,5.0,312.0,3,0.0,0.0
295000.0,1960.0,5.0,479.0,3,900.0,0.0
349000.0,1950.0,5.0,439.0,3,339.0,0.0
394400.0,2022.0,7.0,20.0,3,300.0,0.0
205000.0,2011.0,7.0,66.0,2,975.0,0.0
690000.0,2001.0,7.0,185.0,3,954.0,450.0
240000.0,1976.0,5.0,300.0,2,798.0,500.0
250000.0,1850.0,7.0,325.0,5,230.0,0.0
348000.0,1960.0,3.0,378.0,2,273.0,0.0
349000.0,1958.0,1.0,363.0,2,268.0,0.0
398000.0,1900.0,5.0,309.0,2,362.0,0.0
420000.0,1969.0,5.0,284.0,6,0.0,0.0
435000.0,1974.0,5.0,399.0,2,773.0,0.0
479000.0,1969.0,3.0,411.0,5,627.0,0.0
495000.0,1993.0,5.0,293.0,3,2035.0,0.0
495000.0,2006.0,7.0,117.0,3,300.0,0.0
515000.0,1980.0,5.0,248.0,3,480.0,0.0
565000.0,1922.0,7.0,278.0,4,0.0,0.0
595000.0,1983.0,3.0,315.0,4,2091.0,0.0
550000.0,1953.0,3.0,341.0,4,197.0,0.0
620000.0,2013.0,7.0,66.0,5,343.0,0.0
625000.0,1992.0,5.0,182.0,4,3860.0,2500.0
675000.0,1984.0,7.0,300.0,4,841.0,0.0
720000.0,1974.0,5.0,354.0,4,631.0,0.0
795000.0,1960.0,7.0,330.0,3,276.0,0.0
1250000.0,2002.0,7.0,134.0,5,16107.0,0.0
1250000.0,2002.0,7.0,134.0,5,16107.0,0.0
735000.0,2021.0,7.0,45.0,5,0.0,45.0
120000.0,1940.0,5.0,274.0,3,225.0,70.0
269900.0,1954.0,5.0,441.0,2,1651.0,1500.0
289000.0,1900.0,7.0,284.0,3,0.0,0.0
350000.0,1972.0,5.0,453.0,4,4152.0,1000.0
615000.0,1989.0,6.0,262.0,3,981.0,0.0
625000.0,1999.0,7.0,182.0,3,157.0,0.0
850000.0,1999.0,5.0,163.0,5,1828.0,0.0
549000.0,1890.0,7.0,610.0,6,160.0,45.0
404600.0,2022.0,7.0,20.0,3,300.0,0.0
595400.0,2022.0,7.0,20.0,3,867.0,0.0
349000.0,1976.0,3.0,308.0,4,3550.0,0.0
379386.0,2021.0,7.0,50.0,3,578.0,0.0
386466.0,2021.0,7.0,50.0,3,555.0,0.0
475000.0,1982.0,5.0,366.0,4,1122.0,0.0
725000.0,2000.0,7.0,126.0,5,6700.0,0.0
890000.0,1960.0,7.0,319.0,4,1906.0,0.0
945000.0,1979.0,5.0,285.0,2,655.0,0.0
325000.0,1957.0,5.0,556.0,5,600.0,500.0
325000.0,1957.0,5.0,556.0,5,600.0,500.0
325000.0,1985.0,7.0,334.0,4,1760.0,0.0
345000.0,1967.0,5.0,349.0,3,137.0,40.0
355000.0,1954.0,1.0,686.0,2,374.0,0.0
380000.0,1950.0,3.0,312.0,3,696.0,0.0
380000.0,1960.0,5.0,221.0,3,2684.0,0.0
429000.0,1981.0,7.0,305.0,4,524.0,0.0
595000.0,1977.0,7.0,223.0,3,1074.0,250.0
750000.0,1975.0,5.0,350.0,4,10415.0,0.0
1060000.0,1970.0,5.0,387.0,4,5558.0,0.0
1080000.0,2010.0,7.0,113.0,5,1100.0,0.0
1150000.0,1938.0,7.0,420.0,3,0.0,50.0
1995000.0,2000.0,7.0,108.0,4,3680.0,0.0
300000.0,1930.0,3.0,408.0,8,1760.0,0.0
349000.0,1971.0,1.0,435.0,3,210.0,210.0
375000.0,2000.0,7.0,122.0,3,421.0,0.0
397500.0,1987.0,5.0,314.0,3,823.0,523.0
397500.0,1987.0,5.0,314.0,3,823.0,523.0
